age,monthly_income,employment_type,credit_score,loan_amount,loan_purpose,existing_emis,dti,loan_tenure,bank_behavior,eligible
50,178187,Self-Employed,398,430703,Car,29123,16.34,24,13.9,0
55,20520,Self-Employed,826,4989179,Business,31812,100,48,84.9,0
44,124814,Salaried,624,4668322,Personal,28760,23.04,12,53.4,1
58,182527,Salaried,760,2880273,Business,4966,2.72,60,83.9,1
32,138364,Salaried,478,2748457,Car,79698,57.6,180,28.6,0
27,187677,Salaried,873,1578545,Personal,16058,8.56,12,93.3,1
39,29955,Salaried,418,761182,Personal,41482,100,120,28.2,0
42,190121,Self-Employed,768,130291,Personal,2998,1.58,120,78.3,1
57,159989,Self-Employed,848,4072610,Personal,61265,38.29,120,90.1,1
59,79925,Salaried,754,1789528,Business,66445,83.13,12,68.7,1
55,122216,Salaried,325,4824598,Personal,34648,28.35,36,12.4,0
38,85269,Self-Employed,789,2042349,Business,60623,71.1,24,83.5,0
58,177026,Salaried,307,678556,Personal,78033,44.08,60,1.1,0
46,56458,Self-Employed,815,3508010,Personal,7527,13.33,24,70.9,1
59,104037,Salaried,832,2733838,Car,3072,2.95,60,96.3,1
33,167185,Salaried,448,271163,Business,12018,7.19,60,15.6,1
44,114977,Self-Employed,787,1947678,Business,29652,25.79,48,84.8,1
43,58939,Salaried,324,3321341,Education,4476,7.59,120,0,0
42,44345,Self-Employed,854,2249223,Car,27482,61.97,84,83.7,0
48,192385,Self-Employed,724,3700824,Business,62513,32.49,24,78.1,1
52,125107,Salaried,592,160572,Car,16219,12.96,48,49.5,1
27,136866,Salaried,484,2286149,Car,30448,22.25,120,31,1
48,84166,Self-Employed,853,2767159,Car,79903,94.94,240,100,1
61,193933,Self-Employed,730,859063,Home,25120,12.95,240,87.1,1
55,112406,Salaried,616,4891712,Business,6855,6.1,36,50.7,1
33,64298,Self-Employed,697,451099,Car,56553,87.95,12,55.7,0
28,193293,Salaried,623,4132940,Home,68633,35.51,240,65.1,1
31,59942,Salaried,864,1246845,Home,44585,74.38,180,83.2,1
38,18453,Self-Employed,895,2037214,Personal,1084,5.87,120,100,1
47,117811,Salaried,845,326786,Personal,21944,18.63,84,88.7,1
42,69935,Self-Employed,375,4133671,Business,33921,48.5,120,13.1,0
49,137439,Salaried,785,4211011,Personal,61282,44.59,240,90.6,1
23,189442,Salaried,387,2777533,Business,51397,27.13,84,8.2,0
22,23328,Salaried,531,467799,Home,18070,77.46,36,33.6,0
57,30534,Salaried,306,3813901,Home,54987,100,36,7.1,0
47,100280,Self-Employed,849,4848130,Business,56690,56.53,48,100,1
50,51320,Salaried,351,4568462,Personal,61134,100,180,28.3,0
42,64170,Salaried,695,2953107,Personal,59439,92.63,240,54.2,0
32,115546,Salaried,520,4616733,Business,31489,27.25,180,33.3,0
61,95201,Salaried,727,4874471,Education,23178,24.35,24,62.9,1
32,23640,Self-Employed,442,4334933,Personal,79019,100,48,30.4,0
57,176121,Salaried,662,3703432,Car,57956,32.91,48,60.8,1
60,151690,Salaried,681,2486126,Personal,47802,31.51,24,70.5,1
61,147992,Salaried,860,1406258,Education,62778,42.42,180,90.2,1
56,58937,Salaried,576,2456606,Home,57719,97.93,36,51.6,0
55,158279,Salaried,570,1213842,Home,33573,21.21,24,43.6,1
45,179044,Salaried,313,4691154,Home,33688,18.82,120,3.3,1
43,156871,Salaried,597,2946283,Personal,46475,29.63,12,44.9,1
26,174988,Self-Employed,763,4323487,Home,50697,28.97,84,88,1
54,85463,Self-Employed,826,110282,Education,33978,39.76,36,77.6,1
57,108500,Salaried,533,2205401,Education,29677,27.35,36,37.9,1
41,52158,Salaried,874,4776755,Personal,10272,19.69,60,100,1
40,99607,Salaried,326,173844,Car,6212,6.24,36,14.5,0
56,134639,Salaried,770,4999944,Personal,21071,15.65,48,71.6,1
38,86696,Salaried,392,2481275,Home,75236,86.78,36,9,0
55,76510,Salaried,608,2121979,Personal,17297,22.61,120,55.4,1
30,135076,Salaried,351,3987080,Education,51932,38.45,36,13.7,0
47,73692,Salaried,618,2971580,Personal,56884,77.19,48,62.5,0
23,145841,Salaried,480,4700699,Personal,28625,19.63,24,18.7,1
30,30810,Salaried,868,2540388,Car,28831,93.58,24,100,1
30,151198,Salaried,419,962234,Education,56478,37.35,240,12.6,0
61,176081,Salaried,342,4226116,Business,62909,35.73,12,17.7,0
38,126718,Salaried,559,4243352,Business,29367,23.18,12,30.2,1
22,105932,Salaried,496,3074320,Education,45813,43.25,12,23.8,0
46,15192,Salaried,554,2956809,Business,20121,100,36,56.1,0
61,51413,Salaried,635,2346397,Home,35547,69.14,24,70,0
46,158888,Salaried,852,1597840,Business,63642,40.05,36,92.8,1
60,54082,Salaried,801,1183909,Home,24914,46.07,60,80.9,1
56,80048,Salaried,554,3891313,Education,17178,21.46,240,42.2,1
24,138130,Salaried,813,4517255,Business,67258,48.69,24,88.8,1
58,65940,Self-Employed,541,1050778,Business,79421,100,12,44.2,0
51,178202,Salaried,448,4962829,Home,60563,33.99,84,22.3,0
59,55142,Salaried,598,2922325,Home,50050,90.77,36,34.2,0
55,51468,Self-Employed,752,3048277,Personal,62607,100,120,71,0
33,176770,Salaried,692,566243,Car,65638,37.13,84,52.9,1
40,156727,Salaried,511,589353,Business,13262,8.46,120,41.3,1
58,193969,Self-Employed,837,2161577,Car,7453,3.84,60,92.5,1
38,176147,Self-Employed,893,2946695,Car,45174,25.65,12,97.9,1
31,155431,Salaried,894,4106150,Business,77760,50.03,36,97,1
33,144048,Salaried,430,2012821,Home,6172,4.28,36,37.4,1
37,57056,Salaried,628,2490342,Personal,76788,100,120,63.8,0
45,66831,Salaried,555,52175,Education,17918,26.81,36,44.1,0
40,74191,Salaried,778,1372061,Business,7197,9.7,60,75.4,1
29,136948,Salaried,860,2997492,Business,13677,9.99,48,100,1
52,179344,Salaried,362,3876742,Education,11039,6.16,48,11.2,1
42,123117,Self-Employed,610,3649839,Car,27785,22.57,120,46.5,0
38,29671,Self-Employed,706,3779712,Personal,4570,15.4,12,62.9,1
44,42048,Salaried,404,2336113,Car,72242,100,120,22.6,0
58,40963,Salaried,314,4589563,Education,11655,28.45,180,10,0
37,58954,Salaried,558,2439490,Education,47907,81.26,36,48.1,0
27,110430,Self-Employed,711,4672357,Personal,9449,8.56,36,73.8,1
29,15717,Salaried,558,3657838,Education,24630,100,48,40.6,0
46,26676,Salaried,559,3280086,Education,74658,100,84,38.8,0
39,150506,Salaried,344,3560420,Personal,46371,30.81,120,8.5,0
46,195882,Salaried,630,608867,Business,10991,5.61,12,54.3,1
33,133696,Salaried,464,2819067,Car,24887,18.61,48,19.3,1
36,145830,Self-Employed,492,90751,Business,13859,9.5,120,31.7,1
47,19994,Self-Employed,820,1299247,Business,23640,100,24,92.2,0
47,19234,Salaried,700,3269908,Car,48339,100,12,63.5,0
53,84300,Salaried,673,4449054,Business,53235,63.15,12,74.9,0
31,58949,Salaried,364,3229249,Personal,2512,4.26,84,0.7,0
37,52405,Self-Employed,686,2683004,Car,21912,41.81,60,57.7,0
28,49872,Self-Employed,794,679443,Home,35515,71.21,12,77.8,0
38,57215,Self-Employed,714,1038144,Business,15416,26.94,36,75.6,1
44,38185,Self-Employed,329,1089535,Education,72816,100,120,6.5,0
47,189514,Salaried,565,2334302,Car,76510,40.37,240,37.1,1
42,197831,Salaried,627,3546619,Home,43746,22.11,240,39.5,1
43,56153,Salaried,791,847634,Education,43775,77.96,84,72.3,1
28,92535,Self-Employed,516,421551,Home,12227,13.21,36,22,0
35,148653,Salaried,619,2058265,Business,13031,8.77,12,60.2,1
36,66717,Salaried,698,4219895,Education,33000,49.46,36,57.9,0
28,17763,Self-Employed,404,1757621,Business,51253,100,24,22.8,0
30,107910,Salaried,629,3285925,Education,67564,62.61,60,59.2,0
29,70480,Salaried,346,1141213,Car,18313,25.98,180,17.2,0
44,184831,Self-Employed,898,4918030,Personal,75186,40.68,60,93.9,1
50,133094,Salaried,613,3692192,Personal,57751,43.39,12,55.4,1
39,171379,Salaried,446,1965954,Home,52492,30.63,36,25.3,1
52,26064,Self-Employed,761,4057374,Education,30364,100,60,77.8,0
51,91848,Salaried,883,205647,Business,18361,19.99,120,97,1
60,52548,Self-Employed,785,3630345,Car,67949,100,60,87.6,0
56,183017,Salaried,709,1228102,Car,31070,16.98,60,74,1
39,194009,Salaried,326,3703451,Car,22409,11.55,120,4.3,1
60,21476,Self-Employed,328,511833,Personal,29854,100,180,1,0
38,197828,Salaried,570,4922685,Business,29655,14.99,180,40.4,1
35,105101,Salaried,800,4122681,Car,9952,9.47,120,83.6,1
52,17382,Self-Employed,552,2666670,Car,36365,100,36,43.8,0
45,195755,Salaried,684,3298394,Home,66156,33.8,24,63.3,1
56,191348,Salaried,359,1804741,Education,56724,29.64,12,0,0
55,179474,Salaried,406,1180127,Education,15455,8.61,84,15.2,1
24,173018,Salaried,519,3791896,Education,47673,27.55,240,32.3,1
58,94698,Salaried,740,4974306,Home,974,1.03,36,73.5,1
61,168407,Salaried,863,1001710,Personal,12679,7.53,60,100,1
47,60095,Self-Employed,871,4357427,Home,61791,100,240,98.6,1
44,144974,Self-Employed,845,2877700,Car,27429,18.92,240,100,1
60,42197,Salaried,395,3089206,Business,18073,42.83,120,10.4,0
36,142619,Salaried,388,3564734,Car,70207,49.23,48,14.8,0
25,37010,Salaried,530,1347327,Car,30365,82.05,24,48.2,0
50,170195,Salaried,574,4061577,Business,55928,32.86,24,33,0
43,102923,Self-Employed,545,885669,Education,74453,72.34,48,39,0
46,148962,Self-Employed,410,720774,Home,7784,5.23,12,23.3,1
34,145526,Self-Employed,533,1227209,Personal,12291,8.45,48,38.3,1
39,124162,Salaried,577,916297,Car,26154,21.06,84,41.6,1
54,135927,Salaried,776,1740045,Car,25650,18.87,84,75.2,1
37,23026,Salaried,716,4830651,Personal,68741,100,120,71.9,0
23,79925,Salaried,427,361294,Home,36201,45.29,60,8.6,0
56,83842,Salaried,536,1663955,Car,39479,47.09,240,40.3,0
55,48665,Self-Employed,427,2351348,Personal,72920,100,24,27,0
51,24277,Salaried,693,2988926,Car,50243,100,24,62.6,0
34,188311,Self-Employed,774,3999770,Education,68595,36.43,48,66.5,1
34,193736,Salaried,694,1919060,Education,31734,16.38,48,61.6,1
39,63008,Salaried,410,4593511,Car,42568,67.56,48,17.3,0
53,29683,Salaried,389,3118689,Car,25793,86.89,12,6.2,0
53,146742,Salaried,579,2569379,Education,52204,35.58,48,46.7,1
56,163961,Salaried,632,4147996,Car,46746,28.51,60,56.7,1
60,190607,Salaried,523,4866132,Home,31989,16.78,240,46.8,1
50,93542,Self-Employed,400,4297837,Home,49465,52.88,36,15.3,0
50,69319,Salaried,431,1218964,Business,61383,88.55,36,22.7,0
37,107067,Salaried,312,845063,Home,16767,15.66,60,0,0
31,167711,Self-Employed,756,3283116,Car,38652,23.05,84,72.2,1
51,162705,Self-Employed,740,4179295,Car,13383,8.23,36,79,1
46,180732,Self-Employed,397,4017924,Personal,70784,39.17,12,14.3,0
60,83975,Salaried,419,3952859,Home,60089,71.56,180,26.4,0
41,178244,Self-Employed,592,4234737,Education,26440,14.83,12,48.3,1
26,116158,Salaried,300,4357380,Education,52443,45.15,24,0,0
22,26577,Salaried,871,3819023,Business,56325,100,36,89.6,1
51,92299,Salaried,549,2868710,Personal,55919,60.58,84,60.8,0
24,35176,Salaried,448,4007100,Education,16611,47.22,48,23.9,0
35,190458,Salaried,694,3041002,Business,63483,33.33,48,52.7,1
51,78972,Salaried,343,1170368,Home,22457,28.44,240,0,0
25,135018,Salaried,343,2568800,Personal,10256,7.6,84,1.5,0
39,187075,Salaried,377,845005,Personal,54856,29.32,24,5.7,1
58,34996,Salaried,525,3332178,Car,40533,100,120,28.7,0
46,115922,Self-Employed,461,4572289,Home,28281,24.4,36,38.5,0
22,101598,Self-Employed,552,1644745,Personal,67275,66.22,240,47.3,0
36,50931,Salaried,431,4833877,Business,1525,2.99,84,20.2,0
30,139168,Self-Employed,747,815127,Education,16453,11.82,180,69.8,1
36,181782,Self-Employed,773,2618805,Home,6251,3.44,12,77.5,1
45,138099,Salaried,408,3018174,Home,19507,14.13,24,32.2,0
25,49693,Salaried,334,4565593,Personal,79396,100,84,0,0
33,181812,Self-Employed,766,1418240,Personal,27906,15.35,36,65,1
58,123944,Self-Employed,574,2988396,Personal,73185,59.05,12,51,0
58,32374,Salaried,486,3398410,Business,13193,40.75,84,39.1,0
27,96471,Salaried,542,1984062,Car,64042,66.38,60,51.9,0
60,60913,Salaried,563,2041524,Personal,59516,97.71,240,41,0
45,138683,Salaried,821,3613733,Car,30692,22.13,84,84.1,1
32,59516,Self-Employed,840,4504015,Car,70490,100,60,100,1
34,102796,Self-Employed,386,675122,Home,33512,32.6,12,19.1,0
55,41069,Salaried,834,2187154,Education,10719,26.1,12,88.3,1
46,133333,Self-Employed,509,305549,Education,55427,41.57,12,38.9,0
28,99811,Salaried,345,1841624,Business,27649,27.7,120,4,0
25,133028,Self-Employed,766,4727147,Business,12402,9.32,84,80.1,1
29,54178,Salaried,839,424994,Education,9216,17.01,60,92.1,1
41,47821,Salaried,325,1752875,Education,31050,64.93,48,10.8,0
50,197799,Salaried,565,4199285,Home,50093,25.33,180,36.3,1
31,31999,Salaried,474,1828650,Home,5050,15.78,180,31.8,0
55,53712,Salaried,815,3476349,Education,46716,86.97,60,76.5,0
47,186244,Salaried,610,2849045,Personal,2438,1.31,48,66.7,1
24,48722,Salaried,621,4514944,Personal,47431,97.35,24,50.1,0
27,25625,Self-Employed,878,1219098,Home,16760,65.4,120,83.1,0
26,21859,Salaried,434,4649790,Car,77614,100,60,44.6,0
26,187681,Salaried,354,2878520,Education,16473,8.78,36,4.8,0
44,189379,Salaried,842,2430020,Business,43815,23.14,240,91.1,1
30,125986,Self-Employed,885,4718710,Personal,62460,49.58,240,83.9,1
56,36839,Salaried,830,1699478,Car,9257,25.13,180,87.9,1
41,42216,Self-Employed,455,1192142,Personal,25634,60.72,12,39.2,0
56,67953,Self-Employed,446,3322920,Car,60403,88.89,36,30,0
39,64522,Salaried,784,4646218,Education,46573,72.18,24,67.1,1
38,150958,Salaried,898,3663725,Education,28648,18.98,48,93.6,1
45,126249,Salaried,319,3312983,Education,48980,38.8,24,10.5,0
24,22485,Salaried,568,4076642,Home,10296,45.79,180,49.8,0
53,177527,Self-Employed,632,4281659,Car,60197,33.91,12,51.4,1
56,162839,Self-Employed,854,1136266,Business,21959,13.49,48,95.5,1
59,127701,Salaried,700,3626758,Business,14570,11.41,60,57.1,1
34,174525,Salaried,605,3882733,Education,35423,20.3,48,40.4,1
46,117638,Self-Employed,327,790174,Business,17899,15.22,180,0,0
30,199514,Salaried,766,253811,Personal,35785,17.94,24,85.1,1
25,197949,Salaried,559,1679494,Car,62806,31.73,240,42.3,1
35,27226,Salaried,833,4423547,Car,56963,100,24,88.9,1
58,108405,Salaried,400,1644522,Car,77875,71.84,24,0,0
55,37588,Self-Employed,850,4522245,Personal,34341,91.36,24,91.3,0
32,177781,Salaried,652,2992383,Home,5597,3.15,180,63.1,1
24,193860,Salaried,599,3576173,Personal,10244,5.28,36,33.1,1
49,52019,Self-Employed,595,580553,Car,3796,7.3,180,49.5,0
50,191020,Salaried,652,3845627,Car,75589,39.57,120,58.1,1
30,80133,Self-Employed,429,1301782,Car,28528,35.6,48,17.8,0
24,129444,Salaried,455,2116799,Business,18648,14.41,120,36.3,1
46,132603,Salaried,373,496710,Home,535,0.4,180,20.7,1
55,173598,Self-Employed,641,3180108,Personal,48469,27.92,84,83.4,1
33,143585,Salaried,764,1780934,Car,64912,45.21,84,67.6,1
30,198270,Salaried,389,3159070,Education,44493,22.44,36,18.3,1
36,58395,Salaried,878,2077419,Home,72417,100,60,100,1
61,170103,Salaried,754,1506098,Education,45785,26.92,24,70.1,1
46,140814,Salaried,631,3374145,Home,66561,47.27,60,68.7,1
26,183773,Self-Employed,647,3338685,Car,30869,16.8,60,60.8,1
32,127599,Self-Employed,532,3829697,Home,65094,51.01,120,24.7,0
55,40939,Self-Employed,897,3775613,Home,30192,73.75,48,89.2,0
45,195217,Salaried,401,4120675,Car,69157,35.43,84,12.2,0
36,166396,Salaried,780,147375,Education,79941,48.04,240,79.3,1
59,168939,Salaried,513,1869941,Education,57544,34.06,48,45.4,1
29,15203,Self-Employed,407,3999244,Business,4403,28.96,84,17.1,0
26,162616,Salaried,464,3547319,Education,36091,22.19,240,36.9,1
47,161971,Salaried,634,2239465,Education,52510,32.42,12,56.5,1
39,44063,Self-Employed,385,2967945,Home,5017,11.39,180,14.3,0
27,105880,Salaried,723,130294,Business,39203,37.03,12,68.2,1
58,18748,Salaried,663,2242209,Car,56473,100,48,68.4,0
34,132269,Self-Employed,359,2298753,Car,52123,39.41,36,10.9,0
49,95764,Self-Employed,781,3909662,Personal,48260,50.39,48,74.3,1
26,166956,Salaried,549,433829,Business,45938,27.52,120,44.2,1
34,171255,Salaried,859,4218562,Home,57929,33.83,240,89.5,1
38,123036,Self-Employed,416,1592708,Personal,37372,30.37,240,15.2,0
61,165331,Salaried,844,2125713,Personal,53252,32.21,12,100,1
53,182031,Salaried,343,4759607,Car,14628,8.04,12,5.9,1
50,131525,Salaried,808,1072762,Education,12501,9.5,240,100,1
24,179529,Salaried,464,604700,Home,30131,16.78,48,33.2,1
61,100679,Salaried,667,4498232,Business,68348,67.89,36,55,1
55,140829,Salaried,591,1310680,Personal,9402,6.68,240,41.8,1
61,143216,Salaried,585,4247232,Home,55956,39.07,60,37.6,0
48,148175,Salaried,503,901590,Car,51920,35.04,84,38.7,1
34,80901,Self-Employed,823,1260280,Personal,26000,32.14,12,80.3,1
54,190607,Self-Employed,420,82309,Personal,67462,35.39,12,1.9,0
27,162175,Self-Employed,487,90449,Car,66392,40.94,120,18,0
45,113046,Salaried,312,1790831,Car,5988,5.3,180,0,0
40,105012,Salaried,499,3567937,Car,74279,70.73,180,35.9,0
37,93278,Salaried,885,2652226,Home,56999,61.11,120,96.8,1
61,27391,Self-Employed,755,4843485,Home,69674,100,240,83.4,0
49,117476,Salaried,747,1554915,Home,53426,45.48,12,67.2,1
54,174973,Salaried,370,2958760,Education,58824,33.62,24,9.1,0
34,135721,Self-Employed,889,4918073,Personal,74399,54.82,36,100,1
46,112537,Salaried,429,3394301,Home,60659,53.9,60,18.8,0
57,96159,Salaried,342,3221743,Education,37790,39.3,48,8.8,0
48,146040,Self-Employed,819,1586519,Personal,22118,15.15,48,81.2,1
59,196429,Self-Employed,312,4618798,Home,52025,26.49,180,0.2,0
28,184509,Salaried,834,1951412,Car,59938,32.49,180,92.8,1
26,50503,Self-Employed,601,166751,Business,5149,10.2,120,55.4,0
52,90403,Self-Employed,826,1804217,Home,38079,42.12,12,88.6,1
44,187330,Self-Employed,872,1782968,Business,2484,1.33,48,93.3,1
31,179796,Salaried,414,1389025,Home,55474,30.85,12,20,1
53,79286,Salaried,759,3250034,Car,48601,61.3,60,70.6,1
51,89842,Salaried,804,2366400,Business,43809,48.76,36,82.3,1
60,119927,Self-Employed,607,1219715,Education,20791,17.34,36,53.8,0
52,29908,Salaried,624,3098500,Car,69343,100,48,61.9,0
39,196698,Salaried,878,2918839,Business,26648,13.55,24,89,1
57,52228,Salaried,474,4119617,Business,31090,59.53,120,27.6,0
23,38386,Self-Employed,813,3835407,Car,17857,46.52,48,77.5,0
35,192826,Salaried,471,3725378,Car,62327,32.32,60,24.9,1
34,43302,Salaried,801,2183520,Car,42967,99.23,24,91.5,1
50,75815,Salaried,633,4288413,Personal,53709,70.84,84,51.2,0
33,78344,Salaried,583,1287293,Education,67948,86.73,240,46.4,0
60,181690,Self-Employed,774,1024501,Home,48861,26.89,180,69.1,1
23,126603,Self-Employed,353,77426,Business,68718,54.28,180,4.3,0
53,76114,Salaried,757,954064,Home,20948,27.52,24,63.8,1
34,40525,Salaried,878,2660320,Car,33782,83.36,48,98.6,1
48,94818,Self-Employed,719,4091371,Education,50756,53.53,180,72.8,0
38,129589,Salaried,708,1026729,Education,68388,52.77,12,70.7,1
61,160406,Salaried,603,721367,Personal,66809,41.65,180,53.7,1
52,109715,Self-Employed,858,2192010,Car,7649,6.97,36,95.7,1
55,21644,Salaried,521,2061153,Business,29002,100,180,24.6,0
45,116154,Self-Employed,832,3547914,Personal,34723,29.89,84,82.4,1
56,179005,Salaried,457,3740255,Car,74314,41.52,120,8.2,0
27,58469,Salaried,647,506185,Personal,70085,100,24,54.1,0
40,179759,Salaried,458,1139867,Home,11809,6.57,12,19.4,1
51,121609,Self-Employed,534,1137381,Car,58169,47.83,84,38.7,0
28,198728,Salaried,704,1197407,Business,8302,4.18,36,87,1
31,163447,Salaried,556,2296667,Business,8100,4.96,48,48.9,1
53,80206,Self-Employed,888,59290,Car,68447,85.34,240,100,1
55,111462,Salaried,896,1904080,Personal,77627,69.64,36,100,1
49,182679,Salaried,857,879722,Education,74635,40.86,24,92,1
36,98178,Salaried,346,4329490,Car,55020,56.04,24,7.6,0
51,170065,Self-Employed,512,1900123,Business,5663,3.33,24,42.3,1
58,190458,Salaried,778,1628013,Home,44649,23.44,84,81.7,1
50,192359,Salaried,786,2975576,Business,47136,24.5,24,78.7,1
43,101724,Salaried,870,4079884,Education,36104,35.49,120,100,1
25,111393,Salaried,865,835088,Business,39137,35.13,120,97.7,1
41,142314,Self-Employed,641,2058880,Education,2534,1.78,120,45.4,1
53,91312,Self-Employed,823,1915407,Car,67762,74.21,24,85.7,0
57,90324,Self-Employed,802,1930519,Business,52445,58.06,120,84.1,0
25,86196,Self-Employed,305,2524427,Personal,9585,11.12,180,0,0
48,85014,Self-Employed,443,1622566,Personal,76438,89.91,180,20.8,0
38,154282,Salaried,560,3418410,Business,36392,23.59,24,40,1
33,156994,Self-Employed,884,984814,Business,31126,19.83,60,83.1,1
43,182361,Salaried,531,4982206,Home,42485,23.3,84,22.8,1
38,48340,Salaried,569,356489,Business,45798,94.74,240,39.6,0
31,54850,Self-Employed,746,4860321,Home,68310,100,84,71.1,0
22,128711,Salaried,521,2812734,Home,9017,7.01,84,26.1,1
43,26094,Self-Employed,351,4202554,Home,25700,98.49,84,0.3,0
47,102959,Salaried,415,3096165,Home,36507,35.46,240,17.1,0
39,179490,Salaried,837,2278610,Car,47679,26.56,120,97.7,1
35,20741,Salaried,864,2188030,Personal,37232,100,12,100,0
50,126585,Salaried,840,3951359,Home,24020,18.98,12,98,1
33,137564,Self-Employed,318,1713216,Personal,57172,41.56,48,0,0
57,83798,Salaried,691,1038807,Home,13746,16.4,24,63.4,1
56,131026,Salaried,718,2976473,Personal,63537,48.49,36,79.6,1
33,125130,Salaried,608,2733684,Business,4094,3.27,120,37.2,1
28,37164,Salaried,485,2035243,Business,68466,100,120,27.2,0
50,181667,Salaried,560,3939200,Personal,30755,16.93,36,45.1,1
